incidentId,type,lat,lng,nearestStationId,nearestStationType,minDurationSeconds,minDurationMinutes
1058,fire,19.379452,72.851521,12,fire,1400,23.3
1059,hospital,19.367897,72.863408,12,fire,1209,20.2
1060,hospital,19.332983,72.862126,12,fire,1654,27.6
1061,hospital,19.374498,72.864946,12,fire,1309,21.8
1062,crime,19.34576,72.796343,12,fire,1800,30.0
1063,hospital,19.315633,72.824258,12,fire,883,14.7
1064,crime,19.350947,72.876703,12,fire,1215,20.3
1065,crime,19.439794,72.761417,12,fire,2212,36.9
1066,crime,19.293058,72.883907,12,fire,539,9.0
1067,hospital,19.307458,72.799561,12,fire,796,13.3
1068,fire,19.353935,72.764988,12,fire,1900,31.7
1069,fire,19.445006,72.803396,12,fire,2032,33.9
1070,crime,19.294942,72.857092,12,fire,160,2.7
1071,fire,19.360354,72.849676,12,fire,1123,18.7
1072,crime,19.397237,72.770232,12,fire,2218,37.0
1073,hospital,19.432758,72.839789,12,fire,1575,26.3
1074,hospital,19.429313,72.857044,12,fire,1474,24.6
1075,crime,19.381093,72.832879,12,fire,1696,28.3
1076,fire,19.376327,72.848713,12,fire,1491,24.8
1077,fire,19.388006,72.811206,12,fire,1617,26.9
1078,hospital,19.340035,72.777464,12,fire,1863,31.0
1079,fire,19.437683,72.774069,12,fire,2128,35.5
1080,fire,19.357764,72.822095,12,fire,1964,32.7
1081,fire,19.326386,72.774157,,,,
1082,crime,19.343091,72.883564,12,fire,1392,23.2
1083,fire,19.383787,72.789118,12,fire,1961,32.7
1084,hospital,19.436117,72.794416,12,fire,1934,32.2
1085,hospital,19.410745,72.806625,12,fire,1996,33.3
1086,hospital,19.324262,72.871418,12,fire,1036,17.3
1087,hospital,19.448752,72.806991,12,fire,1986,33.1
1088,hospital,19.319161,72.826325,12,fire,857,14.3
1089,hospital,19.363187,72.773902,12,fire,1873,31.2
1090,fire,19.320115,72.862327,12,fire,548,9.1
1091,crime,19.379343,72.811311,12,fire,1557,26.0
1092,hospital,19.381315,72.830424,12,fire,1541,25.7
1093,hospital,19.398884,72.786002,12,fire,1881,31.3
1094,hospital,19.451195,72.884895,12,fire,1446,24.1
1095,crime,19.424573,72.857082,12,fire,1491,24.9
1096,fire,19.37556,72.84162,12,fire,1706,28.4
1097,crime,19.455456,72.837604,12,fire,2153,35.9
1098,crime,19.335317,72.827745,12,fire,1451,24.2
1099,hospital,19.335925,72.764943,,,,
1100,fire,19.354947,72.87625,12,fire,1053,17.6
1101,hospital,18.814815,73.320214,11,fire,1803,30.1
1102,fire,18.855024,73.315857,11,fire,1878,31.3
1103,fire,18.756424,73.298587,11,fire,2004,33.4
1104,hospital,18.849629,73.35287,11,fire,2923,48.7
1105,hospital,18.842795,73.398457,11,fire,3582,59.7
1106,fire,18.755087,73.333424,11,fire,2218,37.0
1107,hospital,18.759097,73.392186,11,fire,2366,39.4
1108,crime,18.831373,73.314521,11,fire,1770,29.5
1109,fire,18.82351,73.307806,11,fire,1703,28.4
1110,hospital,18.732589,73.308667,11,fire,2368,39.5
1111,crime,18.735055,73.30775,11,fire,2423,40.4
1112,hospital,18.829653,73.309833,11,fire,1741,29.0
1113,hospital,18.732804,73.375903,11,fire,3068,51.1
1114,hospital,18.763684,73.315962,11,fire,2052,34.2
1115,fire,18.854638,73.280387,11,fire,1547,25.8
1116,hospital,18.807235,73.330819,11,fire,1948,32.5
1117,hospital,18.823009,73.292163,11,fire,1633,27.2
1118,fire,18.838589,73.300476,11,fire,1763,29.4
1119,crime,18.777379,73.384715,11,fire,2542,42.4
1120,crime,18.762068,73.309089,11,fire,1997,33.3
1121,fire,18.859539,73.302001,11,fire,1991,33.2
1122,hospital,18.77072,73.385761,11,fire,2519,42.0
1123,fire,18.775665,73.292131,11,fire,1803,30.0
1124,hospital,18.830766,73.300569,11,fire,1624,27.1
1125,hospital,18.771006,73.395765,11,fire,2627,43.8
1126,crime,18.730799,73.378525,11,fire,3063,51.0
1127,fire,18.756062,73.295023,11,fire,1934,32.2
1128,crime,18.77415,73.316536,11,fire,2181,36.3
1129,crime,18.848413,73.304429,11,fire,1874,31.2
1130,hospital,18.775036,73.328253,11,fire,1880,31.3
1131,hospital,18.805163,73.372988,,,,
1132,crime,18.779515,73.311519,11,fire,2721,45.4
1133,crime,18.802404,73.357462,11,fire,2270,37.8
1134,crime,18.809781,73.309142,11,fire,1870,31.2
1135,fire,18.833407,73.39284,11,fire,3833,63.9
1136,crime,18.853086,73.342384,11,fire,2693,44.9
1137,crime,18.77214,73.322998,11,fire,2607,43.5
1138,crime,18.829189,73.285544,11,fire,1611,26.8
1139,fire,18.763652,73.358821,11,fire,2101,35.0
1140,fire,18.8312,73.328284,11,fire,2278,38.0
1141,fire,18.771,73.280581,11,fire,1884,31.4
1142,hospital,18.777132,73.303634,11,fire,1881,31.4
1143,fire,18.7416,73.392146,11,fire,2815,46.9
1144,crime,18.797451,73.333903,11,fire,1863,31.1
1145,fire,18.751134,73.350413,11,fire,2419,40.3
1146,hospital,18.793157,73.345301,11,fire,2003,33.4
1147,fire,18.756986,73.395687,11,fire,2641,44.0
1148,crime,18.84111,73.282673,11,fire,1490,24.8
1149,fire,18.772172,73.377822,11,fire,2557,42.6
1150,hospital,18.787144,73.294642,11,fire,1875,31.2
1151,crime,18.76087,73.373419,11,fire,2301,38.4
1152,crime,18.787736,73.315798,11,fire,2272,37.9
1153,fire,18.811045,73.331946,11,fire,1838,30.6
1154,hospital,18.799347,73.38291,11,fire,2845,47.4
1155,fire,18.795503,73.376636,11,fire,2845,47.4
1156,hospital,18.843887,73.352051,11,fire,2889,48.2
1157,crime,18.760533,73.372765,11,fire,2656,44.3
1158,hospital,18.796918,73.348506,11,fire,2138,35.6
1159,fire,18.859227,73.335283,11,fire,2354,39.2
1160,hospital,18.815174,73.284579,11,fire,1692,28.2
1161,fire,18.816815,73.35796,11,fire,2923,48.7
1162,fire,18.742511,73.313768,11,fire,2919,48.6
1163,crime,18.851208,73.366214,11,fire,2544,42.4
1164,crime,18.813764,73.383488,11,fire,4044,67.4
1165,crime,18.810697,73.360897,11,fire,2270,37.8
1166,crime,18.742791,73.322099,11,fire,2919,48.6
1167,crime,18.747507,73.333801,11,fire,2664,44.4
1168,hospital,18.765006,73.304564,11,fire,1965,32.8
1169,crime,18.79411,73.366725,11,fire,2112,35.2
1170,fire,18.83463,73.334008,11,fire,2275,37.9
1171,hospital,18.763207,73.396188,11,fire,2585,43.1
1172,crime,18.777011,73.383876,11,fire,2570,42.8
1173,hospital,18.830462,73.328916,11,fire,2278,38.0
1174,fire,18.760995,73.393242,11,fire,2552,42.5
1175,fire,18.752225,73.350863,11,fire,2420,40.3
1176,fire,18.730179,73.387281,11,fire,3149,52.5
1177,crime,18.773138,73.38748,11,fire,2559,42.6
1178,hospital,18.829528,73.342462,11,fire,2505,41.7
1179,hospital,18.751709,73.327824,11,fire,2688,44.8
1180,hospital,18.790262,73.35237,11,fire,2111,35.2
1181,crime,18.790202,73.295303,11,fire,1811,30.2
1182,fire,18.788608,73.326668,11,fire,2724,45.4
1183,fire,18.823154,73.311094,11,fire,1773,29.6
1184,fire,18.846812,73.319072,11,fire,1854,30.9
1185,hospital,18.820098,73.38755,11,fire,4044,67.4
1186,hospital,18.773263,73.291798,11,fire,1833,30.6
1187,fire,18.786985,73.339013,11,fire,1868,31.1
1188,hospital,18.770413,73.336762,11,fire,2493,41.5
1189,hospital,18.824609,73.338781,11,fire,2115,35.2
1190,hospital,18.834638,73.303356,11,fire,1717,28.6
1191,fire,18.829184,73.317108,11,fire,1811,30.2
1192,fire,18.855478,73.37304,11,fire,2359,39.3
1193,crime,18.809767,73.366416,11,fire,2270,37.8
1194,hospital,18.732141,73.314177,11,fire,2595,43.2
1195,hospital,18.741469,73.331994,11,fire,2748,45.8
1196,hospital,18.751668,73.288704,11,fire,1857,30.9
1197,crime,18.74107,73.380105,11,fire,3066,51.1
1198,crime,18.838002,73.283025,11,fire,1568,26.1
1199,hospital,18.824899,73.298266,11,fire,1596,26.6
1200,fire,18.822819,73.366769,11,fire,2951,49.2
1201,crime,18.788038,73.389399,11,fire,2783,46.4
1202,crime,18.774383,73.296272,11,fire,1905,31.7
1203,crime,18.748023,73.367342,11,fire,2563,42.7
1204,hospital,18.819505,73.366304,11,fire,2950,49.2
1205,crime,18.783632,73.330625,11,fire,2678,44.6
1206,crime,18.755196,73.306717,11,fire,2284,38.1
1207,hospital,18.857963,73.34733,11,fire,2283,38.0
1208,hospital,18.837049,73.36637,11,fire,2614,43.6
1209,crime,18.751695,73.39186,11,fire,2739,45.6
1210,hospital,18.820121,73.308227,11,fire,1683,28.0
1211,fire,18.751014,73.387952,11,fire,2660,44.3
1212,hospital,18.769332,73.348403,11,fire,2295,38.2
1213,crime,18.804152,73.369618,11,fire,2270,37.8
1214,hospital,18.801981,73.283364,11,fire,1739,29.0
1215,crime,18.795436,73.327599,11,fire,1798,30.0
1216,hospital,18.849864,73.330188,11,fire,2292,38.2
1217,fire,18.847565,73.344341,11,fire,2633,43.9
1218,crime,18.809921,73.367559,11,fire,2270,37.8
1219,crime,18.792629,73.354759,11,fire,2152,35.9
1220,crime,18.821529,73.300943,11,fire,1617,27.0
1221,hospital,18.697174,72.891264,11,fire,3188,53.1
1222,fire,18.659648,72.904296,11,fire,3001,50.0
1223,fire,18.64098,72.8376,,,,
1224,hospital,18.71341,72.919747,11,fire,2732,45.5
1225,hospital,18.698729,72.888901,11,fire,3172,52.9
1226,crime,18.591619,72.871216,,,,
1227,hospital,18.619267,72.859176,,,,
1228,fire,18.688913,72.946223,11,fire,2624,43.7
1229,crime,18.690967,72.9075,11,fire,3109,51.8
1230,fire,18.71361,72.951328,11,fire,2630,43.8
1231,hospital,18.608999,72.958613,11,fire,3543,59.0
1232,hospital,18.595079,72.951418,11,fire,3901,65.0
1233,fire,18.71633,72.820889,11,fire,6648,110.8
1234,crime,18.627264,72.906545,11,fire,3215,53.6
1235,fire,18.700235,72.831286,11,fire,6040,100.7
1236,crime,18.652599,72.959635,11,fire,4036,67.3
1237,crime,18.680632,72.885462,11,fire,3239,54.0
1238,fire,18.71901,72.893383,11,fire,3221,53.7
1239,hospital,18.69032,72.828261,11,fire,6374,106.2
1240,fire,18.706971,72.948681,11,fire,2534,42.2
1241,crime,18.683946,72.90737,11,fire,3100,51.7
1242,fire,18.724773,72.924411,11,fire,3301,55.0
1243,hospital,18.724567,72.923649,11,fire,3293,54.9
1244,crime,18.732065,72.855289,11,fire,3173,52.9
1245,fire,18.652526,72.972003,11,fire,2764,46.1
1246,fire,18.612912,72.968677,11,fire,3613,60.2
1247,fire,18.705807,72.858368,11,fire,3177,53.0
1248,hospital,18.719346,72.852979,11,fire,3180,53.0
1249,hospital,18.683062,72.869989,11,fire,3163,52.7
1250,fire,18.682818,72.884759,11,fire,3112,51.9
1251,crime,18.72818,72.829359,,,,
1252,fire,18.722373,72.923318,11,fire,3308,55.1
1253,hospital,18.583045,72.955462,11,fire,3748,62.5
1254,crime,18.604908,72.908032,11,fire,3680,61.3
1255,crime,18.690361,72.928566,11,fire,2533,42.2
1256,hospital,18.738135,72.886484,11,fire,3066,51.1
1257,crime,18.616117,72.897407,11,fire,3473,57.9
1258,hospital,18.730104,72.821164,,,,
1259,hospital,18.628932,72.9446,11,fire,3382,56.4
1260,hospital,18.720406,72.861711,11,fire,3164,52.7
1261,crime,18.635904,72.861748,11,fire,3179,53.0
1262,crime,18.714327,72.823885,11,fire,6444,107.4
1263,crime,18.598119,72.910153,11,fire,3697,61.6
1264,crime,18.693456,72.849868,11,fire,3462,57.7
1265,fire,18.628063,72.920899,11,fire,3208,53.5
1266,hospital,18.651878,72.848985,11,fire,3233,53.9
1267,fire,18.615693,72.924926,11,fire,3367,56.1
1268,fire,18.72385,72.886702,11,fire,2982,49.7
1269,crime,18.683573,72.978076,11,fire,2458,41.0
1270,fire,18.681896,72.913441,11,fire,3021,50.4
1271,hospital,18.684784,72.842639,11,fire,3470,57.8
1272,crime,18.592453,72.949004,11,fire,3998,66.6
1273,hospital,18.737096,72.956034,11,fire,3130,52.2
1274,fire,18.584244,72.960016,11,fire,3699,61.7
1275,crime,18.612695,72.902661,11,fire,3328,55.5
1276,hospital,18.586369,72.922042,11,fire,3549,59.1
1277,hospital,18.719976,72.957054,11,fire,2878,48.0
1278,hospital,18.709978,72.924714,11,fire,2699,45.0
1279,fire,18.650916,72.892055,11,fire,2912,48.5
1280,crime,18.631538,72.850754,,,,
1281,fire,18.597734,72.896224,11,fire,3785,63.1
1282,crime,18.649967,72.828672,,,,
1283,fire,18.659463,72.85561,11,fire,3311,55.2
1284,crime,18.644052,72.894782,11,fire,2983,49.7
1285,fire,18.719731,72.851449,11,fire,3180,53.0
1286,fire,18.587175,72.931155,11,fire,3638,60.6
1287,hospital,18.679812,72.917204,11,fire,2625,43.7
1288,fire,18.68793,72.941919,11,fire,2624,43.7
1289,hospital,18.623103,72.954806,11,fire,3440,57.3
1290,hospital,18.736967,72.921537,11,fire,3453,57.5
1291,hospital,18.651237,72.925558,11,fire,3232,53.9
1292,hospital,18.678872,72.966509,11,fire,3110,51.8
1293,hospital,18.719618,72.942728,11,fire,2735,45.6
1294,hospital,18.620311,72.906905,11,fire,3525,58.7
1295,hospital,18.66837,72.895924,11,fire,3133,52.2
1296,hospital,18.622664,72.970247,11,fire,3761,62.7
1297,fire,18.711874,72.883742,11,fire,2916,48.6
1298,hospital,18.731006,72.931726,11,fire,3443,57.4
1299,fire,18.689775,72.889804,11,fire,3549,59.1
1300,crime,18.620325,72.846864,,,,
1301,hospital,18.669304,72.902496,11,fire,2720,45.3
1302,fire,18.654946,72.972815,11,fire,2762,46.0
1303,crime,18.687671,72.860859,11,fire,3336,55.6
1304,fire,18.641118,72.847557,,,,
1305,crime,18.650051,72.879501,11,fire,2851,47.5
1306,crime,18.729602,72.839561,,,,
1307,fire,18.634116,72.820439,,,,
1308,crime,18.58466,72.845093,,,,
1309,fire,18.676049,72.900231,11,fire,2958,49.3
1310,hospital,18.591729,72.969097,11,fire,3695,61.6
1311,hospital,18.689488,72.919293,11,fire,2569,42.8
1312,crime,18.620124,72.931007,11,fire,3429,57.1
1313,hospital,18.712359,72.833423,11,fire,5749,95.8
1314,fire,18.673048,72.914993,11,fire,2717,45.3
1315,crime,18.608325,72.890757,11,fire,3496,58.3
1316,crime,18.712473,72.900955,11,fire,2970,49.5
1317,crime,18.663252,72.940173,11,fire,3113,51.9
1318,crime,18.64831,72.966209,11,fire,2764,46.1
1319,hospital,18.629307,72.904644,11,fire,3148,52.5
1320,hospital,18.636278,72.958897,11,fire,3792,63.2
1321,crime,18.715392,72.915942,11,fire,2718,45.3
1322,hospital,18.708235,72.93163,11,fire,2643,44.1
1323,fire,18.632563,72.849928,,,,
1324,crime,18.585889,72.837243,,,,
1325,hospital,18.702886,72.941068,11,fire,2657,44.3
1326,fire,18.615171,72.956335,11,fire,3428,57.1
1327,fire,18.58161,72.943576,11,fire,3926,65.4
1328,crime,18.681608,72.908477,11,fire,3096,51.6
1329,fire,18.606461,72.861179,,,,
1330,crime,18.649438,72.970817,11,fire,2764,46.1
1331,crime,18.687005,72.896081,11,fire,3179,53.0
1332,fire,18.590525,72.937656,11,fire,3760,62.7
1333,fire,18.637625,72.88009,11,fire,3133,52.2
1334,crime,18.687921,72.89991,11,fire,3099,51.6
1335,hospital,18.68373,72.897363,11,fire,3150,52.5
1336,crime,18.624106,72.925424,11,fire,3242,54.0
1337,fire,18.700979,72.834136,11,fire,5818,97.0
1338,crime,18.683068,72.874668,11,fire,3126,52.1
1339,crime,18.653308,72.853784,11,fire,3233,53.9
1340,hospital,18.602838,72.921774,11,fire,3456,57.6
1341,crime,18.71518,72.963125,11,fire,2668,44.5
1342,hospital,18.662132,72.878884,11,fire,2934,48.9
1343,crime,18.711612,72.93236,11,fire,2654,44.2
1344,hospital,18.646396,72.957546,11,fire,4036,67.3
1345,crime,18.735209,72.873689,11,fire,3205,53.4
1346,crime,18.688249,72.977878,11,fire,2270,37.8
1347,hospital,18.665995,72.962355,11,fire,2681,44.7
1348,fire,18.667943,72.92846,11,fire,3016,50.3
1349,crime,18.658054,72.823937,,,,
1350,hospital,18.599205,72.917217,11,fire,3450,57.5
1351,fire,18.731586,72.854788,11,fire,3106,51.8
1352,hospital,18.628676,72.952741,11,fire,3529,58.8
1353,crime,18.591916,72.841599,,,,
1354,fire,18.581768,72.892495,11,fire,3908,65.1
1355,crime,18.601729,72.874583,,,,
1356,crime,18.612064,72.927859,11,fire,3400,56.7
1357,crime,18.711655,72.945059,11,fire,2796,46.6
1358,fire,18.73635,72.916843,11,fire,3731,62.2
1359,crime,18.714697,72.867237,11,fire,3214,53.6
1360,hospital,18.64243,72.824078,,,,
1361,crime,18.749843,73.444305,11,fire,2905,48.4
1362,hospital,18.749712,73.416108,11,fire,2603,43.4
1363,hospital,18.773705,73.4399,11,fire,3019,50.3
1364,fire,18.766801,73.43225,11,fire,2780,46.3
1365,hospital,18.795398,73.423171,11,fire,2876,47.9
1366,hospital,18.764182,73.409661,11,fire,2602,43.4
1367,hospital,18.762557,73.394492,11,fire,2515,41.9
1368,fire,18.712772,73.395662,11,fire,3040,50.7
1369,hospital,18.729979,73.476427,11,fire,3193,53.2
1370,hospital,18.799311,73.415485,11,fire,3188,53.1
1371,crime,18.738825,73.442115,11,fire,3064,51.1
1372,fire,18.777207,73.421515,11,fire,2920,48.7
1373,fire,18.786201,73.436642,11,fire,3094,51.6
1374,crime,18.758645,73.415602,11,fire,2485,41.4
1375,crime,18.750019,73.37858,11,fire,2489,41.5
1376,crime,18.737267,73.362786,11,fire,3126,52.1
1377,fire,18.730974,73.384004,11,fire,3008,50.1
1378,fire,18.787993,73.451754,11,fire,3131,52.2
1379,hospital,18.799293,73.404485,11,fire,2885,48.1
1380,hospital,18.726865,73.38368,11,fire,2847,47.5
1381,crime,18.703008,73.449274,11,fire,3500,58.3
1382,fire,18.797152,73.393572,11,fire,2721,45.3
1383,crime,18.774224,73.381828,11,fire,2556,42.6
1384,fire,18.768608,73.453577,11,fire,2757,45.9
1385,fire,18.746316,73.364694,11,fire,2563,42.7
1386,crime,18.734221,73.435304,11,fire,2918,48.6
1387,fire,18.764645,73.471255,11,fire,2800,46.7
1388,crime,18.753331,73.442004,11,fire,2821,47.0
1389,fire,18.765301,73.420998,11,fire,2634,43.9
1390,crime,18.737145,73.453498,11,fire,2802,46.7
1391,hospital,18.734519,73.431203,11,fire,2740,45.7
1392,fire,18.737623,73.426764,11,fire,2894,48.2
1393,fire,18.780483,73.42344,11,fire,2920,48.7
1394,fire,18.726175,73.435651,11,fire,3058,51.0
1395,hospital,18.706505,73.43484,11,fire,3990,66.5
1396,fire,18.710623,73.410012,11,fire,4141,69.0
1397,fire,18.791397,73.438086,11,fire,3094,51.6
1398,crime,18.7263,73.434664,11,fire,3057,51.0
1399,crime,18.755034,73.419613,11,fire,2619,43.6
1400,fire,18.794112,73.398221,11,fire,2741,45.7
1401,hospital,18.799812,73.404495,11,fire,2892,48.2
1402,crime,18.787188,73.400906,11,fire,2783,46.4
1403,hospital,18.733382,73.370431,11,fire,3090,51.5
1404,crime,18.710469,73.424485,11,fire,3609,60.1
1405,crime,18.726729,73.406164,11,fire,2716,45.3
1406,crime,18.71057,73.416191,11,fire,3777,62.9
1407,crime,18.784211,73.425614,11,fire,2876,47.9
1408,crime,18.719417,73.414898,11,fire,3399,56.7
1409,fire,18.739874,73.369863,11,fire,3201,53.4
1410,crime,18.717113,73.459108,11,fire,3235,53.9
1411,crime,18.765882,73.463645,11,fire,2898,48.3
1412,crime,18.710362,73.391635,11,fire,3020,50.3
1413,crime,18.743855,73.38318,11,fire,2917,48.6
1414,crime,18.723377,73.45269,11,fire,3101,51.7
1415,crime,18.724275,73.457114,11,fire,3137,52.3
1416,crime,18.764431,73.479486,11,fire,2795,46.6
1417,crime,18.797352,73.413357,11,fire,3192,53.2
1418,fire,18.700088,73.371881,11,fire,3129,52.2
1419,fire,18.767989,73.456474,11,fire,2797,46.6
1420,crime,18.727433,73.416776,11,fire,3050,50.8
1421,crime,18.72153,73.379522,11,fire,3132,52.2
1422,fire,18.742316,73.413504,11,fire,2729,45.5
1423,crime,18.78887,73.37964,11,fire,2718,45.3
1424,crime,18.703706,73.440057,11,fire,3866,64.4
1425,fire,18.777691,73.433001,11,fire,3062,51.0
1426,hospital,18.77617,73.47417,11,fire,2930,48.8
1427,crime,18.701509,73.450532,11,fire,3573,59.5
1428,hospital,18.773366,73.383713,11,fire,2450,40.8
1429,fire,18.703108,73.438953,11,fire,3861,64.4
1430,hospital,18.743844,73.410847,11,fire,2632,43.9
1431,fire,18.734633,73.379707,11,fire,3012,50.2
1432,hospital,18.70241,73.362216,11,fire,3861,64.3
1433,hospital,18.706882,73.458351,11,fire,3379,56.3
1434,fire,18.743967,73.450674,11,fire,3153,52.6
1435,fire,18.711642,73.472375,11,fire,3506,58.4
1436,hospital,18.775342,73.386876,11,fire,2503,41.7
1437,fire,18.799735,73.470183,11,fire,3771,62.8
1438,fire,18.72651,73.391109,11,fire,2805,46.7
1439,fire,18.717221,73.417797,11,fire,3446,57.4
1440,fire,18.787977,73.40705,11,fire,2950,49.2
1441,fire,18.790898,73.414031,11,fire,2876,47.9
1442,hospital,18.76614,73.442888,11,fire,2720,45.3
1443,hospital,18.755506,73.450338,11,fire,2789,46.5
1444,crime,18.716464,73.443145,11,fire,3107,51.8
1445,fire,18.728479,73.42905,11,fire,2907,48.4
1446,crime,18.725443,73.434069,11,fire,3082,51.4
1447,hospital,18.760376,73.393319,11,fire,2428,40.5
1448,hospital,18.727403,73.412931,11,fire,2973,49.6
1449,fire,18.760714,73.369747,11,fire,2218,37.0
1450,hospital,18.700133,73.462226,11,fire,3362,56.0
1451,hospital,18.764465,73.382687,11,fire,2376,39.6
1452,crime,18.757548,73.423683,11,fire,2570,42.8
1453,crime,18.709211,73.414603,11,fire,3787,63.1
1454,hospital,18.727458,73.383803,11,fire,2847,47.4
1455,crime,18.79008,73.459925,11,fire,3084,51.4
1456,fire,18.772071,73.477637,11,fire,2962,49.4
1457,fire,18.771989,73.470133,11,fire,2921,48.7
1458,crime,18.770392,73.393121,11,fire,2881,48.0
1459,crime,18.735396,73.436194,11,fire,2725,45.4
1460,hospital,18.72344,73.366511,11,fire,3145,52.4
1461,fire,18.759794,73.426449,11,fire,2539,42.3
1462,hospital,18.705305,73.422399,11,fire,3792,63.2
1463,crime,18.770432,73.445117,11,fire,2991,49.9
1464,crime,18.769346,73.379479,11,fire,2530,42.2
1465,crime,18.701542,73.399502,11,fire,3086,51.4
1466,hospital,18.796282,73.404788,11,fire,2849,47.5
1467,crime,18.728022,73.466372,11,fire,3200,53.3
1468,fire,18.722115,73.393772,11,fire,2846,47.4
1469,fire,18.767243,73.472887,11,fire,2955,49.2
1470,fire,18.731308,73.386583,11,fire,3149,52.5
1471,hospital,18.729619,73.462925,11,fire,3197,53.3
1472,hospital,18.763623,73.441197,11,fire,2717,45.3
1473,crime,18.757022,73.46173,11,fire,2910,48.5
1474,crime,18.772149,73.361967,11,fire,2379,39.7
1475,fire,18.76391,73.363172,11,fire,2667,44.5
1476,fire,18.770219,73.442621,11,fire,2989,49.8
1477,crime,18.703513,73.406937,11,fire,4119,68.7
1478,crime,18.740078,73.474502,11,fire,3123,52.0
1479,crime,18.750859,73.405215,11,fire,2477,41.3
1480,hospital,18.796682,73.405674,11,fire,2853,47.6
1481,hospital,18.759077,73.406948,11,fire,2557,42.6
1482,crime,18.714899,73.407672,11,fire,3092,51.5
1483,hospital,18.776145,73.405503,11,fire,2711,45.2
1484,hospital,18.743468,73.407112,11,fire,2614,43.6
1485,fire,18.729567,73.427048,11,fire,3062,51.0
1486,crime,18.782991,73.429846,11,fire,3089,51.5
1487,crime,18.717866,73.476429,11,fire,3463,57.7
1488,fire,18.796622,73.393355,11,fire,2721,45.3
1489,fire,18.763402,73.46745,11,fire,2850,47.5
1490,crime,18.723294,73.375317,11,fire,3132,52.2
1491,hospital,18.737232,73.432408,11,fire,2768,46.1
1492,hospital,18.773345,73.375687,11,fire,2630,43.8
1493,hospital,18.778322,73.418813,11,fire,2920,48.7
1494,crime,18.745083,73.472889,11,fire,3096,51.6
1495,fire,18.729429,73.432053,11,fire,2931,48.8
1496,hospital,18.773624,73.372613,11,fire,2630,43.8
1497,fire,18.729779,73.441441,11,fire,2922,48.7
1498,hospital,18.701729,73.454579,11,fire,3608,60.1
1499,crime,18.732704,73.434946,11,fire,2785,46.4
1500,hospital,18.765739,73.421797,11,fire,2663,44.4
