incident_id,incident_time,incident_start,incident_end,response_time_seconds,lat,lng,station_id,station_name,call_type,alarm_level,priority_code,dispatch_zone,locality,distance_km_est,route_distance_meters,route_duration_seconds,modeled_current_response_seconds
CAD-F-202509-0501,2025-09-25T11:05:57,2025-09-25T11:06:32,2025-09-25T11:12:38,366,18.548703,73.894196,FS-205,Kharadi Station,Electrical Fire,2,2,Z-2,Bhosari,5.755,5755.37,334.99,366
CAD-F-202512-0502,2025-12-29T18:33:38,2025-12-29T18:35:04,2025-12-29T18:41:34,390,18.630086,73.777907,FS-207,Nigdi Station,Commercial Fire,1,2,Z-4,Hadapsar,3.258,3257.86,302.99,390
CAD-F-202502-0503,2025-02-06T02:21:11,2025-02-06T02:23:07,2025-02-06T02:27:39,272,18.541577,73.866071,FS-201,Shivajinagar Station,Rescue Assist,1,2,Z-1,Shivajinagar,3.09,3090.2,310.85,272
CAD-F-202502-0504,2025-02-16T09:43:13,2025-02-16T09:45:00,2025-02-16T09:51:18,378,18.508835,73.914108,FS-203,Hadapsar Station,Commercial Fire,1,3,Z-2,Shivajinagar,3.616,3615.7,273.64,378
CAD-F-202507-0505,2025-07-09T01:43:22,2025-07-09T01:44:13,2025-07-09T01:52:13,480,18.536627,73.909075,FS-205,Kharadi Station,Rescue Assist,1,2,Z-2,Bhosari,5.431,5431.3,448.67,480
CAD-F-202512-0506,2025-12-25T02:45:38,2025-12-25T02:46:46,2025-12-25T02:53:23,397,18.648242,73.811161,FS-208,Bhosari Station,Vehicle Fire,1,3,Z-4,Wagholi,5.02,5020.11,406.35,397
CAD-F-202511-0507,2025-11-04T19:11:55,2025-11-04T19:13:10,2025-11-04T19:27:37,867,18.600533,73.895392,FS-204,Wagholi Station,Vehicle Fire,1,3,Z-2,Shivajinagar,10.572,10571.95,674.68,867
CAD-F-202509-0508,2025-09-04T18:40:04,2025-09-04T18:40:52,2025-09-04T18:49:41,529,18.633668,73.820196,FS-208,Bhosari Station,Industrial Incident,1,4,Z-4,Wagholi,4.422,4422.12,380.74,529
CAD-F-202501-0509,2025-01-13T08:12:07,2025-01-13T08:12:57,2025-01-13T08:28:48,951,18.585875,73.88979,FS-201,Shivajinagar Station,Residential Alarm,1,2,Z-2,Chinchwad,10.05,10050.5,740.17,951
CAD-F-202508-0510,2025-08-23T17:59:21,2025-08-23T18:00:08,2025-08-23T18:11:29,681,18.524539,73.903515,FS-203,Hadapsar Station,Residential Alarm,2,1,Z-2,Nigdi,6.43,6430.45,450.24,681
CAD-F-202506-0511,2025-06-07T17:18:43,2025-06-07T17:20:42,2025-06-07T17:27:40,418,18.516979,73.895438,FS-203,Hadapsar Station,Residential Alarm,1,1,Z-1,Kharadi,6.399,6398.64,322.48,418
CAD-F-202504-0512,2025-04-14T21:12:45,2025-04-14T21:14:20,2025-04-14T21:21:50,450,18.485026,73.927191,FS-203,Hadapsar Station,Industrial Incident,1,3,Z-3,Nigdi,5.546,5546.4,411.98,450
CAD-F-202503-0513,2025-03-07T09:15:09,2025-03-07T09:16:53,2025-03-07T09:38:05,1272,18.595875,73.885641,FS-208,Bhosari Station,Residential Alarm,1,3,Z-5,Kharadi,10.629,10628.88,980.01,1272
CAD-F-202503-0514,2025-03-04T08:10:32,2025-03-04T08:12:14,2025-03-04T08:24:36,742,18.55963,73.878806,FS-201,Shivajinagar Station,Structure Fire,1,1,Z-1,Baner,7.937,7937.18,575.01,742
CAD-F-202503-0515,2025-03-12T09:12:50,2025-03-12T09:14:46,2025-03-12T09:21:19,393,18.529868,73.931573,FS-205,Kharadi Station,Electrical Fire,2,1,Z-2,Kharadi,3.515,3514.76,280.82,393
CAD-F-202505-0516,2025-05-29T06:52:59,2025-05-29T06:53:34,2025-05-29T07:01:54,500,18.524924,73.886828,FS-201,Shivajinagar Station,Structure Fire,2,4,Z-1,Wagholi,5.246,5246.37,348.3,500
CAD-F-202502-0517,2025-02-08T19:24:56,2025-02-08T19:26:44,2025-02-08T19:32:39,355,18.532472,73.933633,FS-205,Kharadi Station,Industrial Incident,1,1,Z-3,Hadapsar,2.972,2972.4,231.09,355
CAD-F-202501-0518,2025-01-14T07:39:02,2025-01-14T07:39:33,2025-01-14T07:47:08,455,18.55837,73.909541,FS-205,Kharadi Station,Structure Fire,1,3,Z-2,Kothrud,5.467,5466.88,338.06,455
CAD-F-202505-0519,2025-05-04T23:44:19,2025-05-04T23:45:29,2025-05-04T23:53:21,472,18.625919,73.875538,FS-208,Bhosari Station,Structure Fire,1,3,Z-5,Hadapsar,5.533,5533.15,429.58,472
CAD-F-202506-0520,2025-06-05T20:43:25,2025-06-05T20:44:46,2025-06-05T20:56:11,685,18.62604,73.74348,FS-207,Nigdi Station,Commercial Fire,1,2,Z-4,Hadapsar,6.03,6030.47,486.95,685
CAD-F-202512-0521,2025-12-24T10:26:52,2025-12-24T10:27:50,2025-12-24T10:32:03,253,18.509352,73.937141,FS-203,Hadapsar Station,Structure Fire,1,1,Z-3,Hadapsar,2.391,2390.81,204.31,253
CAD-F-202504-0522,2025-04-06T20:36:26,2025-04-06T20:37:04,2025-04-06T20:39:34,150,18.494146,73.943171,FS-203,Hadapsar Station,Structure Fire,1,2,Z-3,Wagholi,0.753,753.38,37.32,150
CAD-F-202503-0523,2025-03-10T09:32:57,2025-03-10T09:33:40,2025-03-10T09:36:21,161,18.498918,73.938378,FS-203,Hadapsar Station,Structure Fire,1,3,Z-3,Nigdi,0.857,857.28,94.6,161
CAD-F-202502-0524,2025-02-28T21:18:07,2025-02-28T21:19:50,2025-02-28T21:32:16,746,18.59182,73.904856,FS-204,Wagholi Station,Structure Fire,2,3,Z-2,Hadapsar,10.059,10059.31,718.17,746
CAD-F-202504-0525,2025-04-17T08:38:01,2025-04-17T08:38:56,2025-04-17T08:51:23,747,18.62188,73.800994,FS-207,Nigdi Station,Electrical Fire,1,1,Z-4,Baner,7.283,7282.61,575.96,747
CAD-F-202505-0526,2025-05-25T06:52:55,2025-05-25T06:53:49,2025-05-25T06:56:19,150,18.510333,73.814762,FS-202,Kothrud Station,Vehicle Fire,1,2,Z-1,Kothrud,0.903,902.66,66.69,150
CAD-F-202508-0527,2025-08-19T03:59:54,2025-08-19T04:01:46,2025-08-19T04:10:01,495,18.607563,73.863469,FS-208,Bhosari Station,Vehicle Fire,1,4,Z-5,Chinchwad,5.894,5894.11,544.77,495
CAD-F-202507-0528,2025-07-16T15:39:44,2025-07-16T15:40:22,2025-07-16T15:46:58,396,18.484698,73.929081,FS-203,Hadapsar Station,Commercial Fire,1,2,Z-3,Baner,5.367,5367.36,362.24,396
CAD-F-202510-0529,2025-10-15T12:04:28,2025-10-15T12:06:19,2025-10-15T12:09:59,220,18.513648,73.858692,FS-201,Shivajinagar Station,Structure Fire,1,2,Z-1,Shivajinagar,3.002,3002.21,210.46,220
CAD-F-202505-0530,2025-05-26T20:58:09,2025-05-26T21:00:01,2025-05-26T21:19:57,1196,18.634714,73.909304,FS-208,Bhosari Station,Commercial Fire,1,3,Z-5,Hadapsar,10.848,10848.13,889.94,1196
CAD-F-202512-0531,2025-12-06T09:57:13,2025-12-06T09:58:34,2025-12-06T10:01:36,182,18.50303,73.931611,FS-203,Hadapsar Station,Structure Fire,1,3,Z-3,Kothrud,2.44,2439.53,144.85,182
CAD-F-202506-0532,2025-06-07T13:02:28,2025-06-07T13:03:08,2025-06-07T13:10:17,429,18.631535,73.787087,FS-207,Nigdi Station,Commercial Fire,1,2,Z-4,Pimpri,4.197,4196.52,377.29,429
CAD-F-202503-0533,2025-03-17T14:40:23,2025-03-17T14:41:02,2025-03-17T14:45:39,277,18.505862,73.931368,FS-203,Hadapsar Station,Residential Alarm,1,2,Z-3,Chinchwad,1.799,1799.33,219.68,277
CAD-F-202505-0534,2025-05-11T09:42:28,2025-05-11T09:43:20,2025-05-11T09:50:19,419,18.515857,73.913244,FS-203,Hadapsar Station,Commercial Fire,1,2,Z-3,Nigdi,4.424,4424.06,328.79,419
CAD-F-202510-0535,2025-10-14T16:54:05,2025-10-14T16:55:24,2025-10-14T17:00:11,287,18.563035,73.925235,FS-205,Kharadi Station,Commercial Fire,2,2,Z-2,Baner,2.94,2939.63,222.73,287
CAD-F-202510-0536,2025-10-26T07:07:00,2025-10-26T07:07:39,2025-10-26T07:27:45,1206,18.622748,73.881715,FS-208,Bhosari Station,Residential Alarm,1,2,Z-5,Pimpri,7.761,7761.18,964.99,1206
CAD-F-202502-0537,2025-02-13T07:39:44,2025-02-13T07:40:52,2025-02-13T07:48:57,485,18.530847,73.922796,FS-205,Kharadi Station,Structure Fire,2,3,Z-2,Bhosari,4.756,4756.34,368.2,485
CAD-F-202507-0538,2025-07-09T16:27:36,2025-07-09T16:28:11,2025-07-09T16:34:25,374,18.515377,73.878596,FS-201,Shivajinagar Station,Structure Fire,1,4,Z-1,Shivajinagar,4.972,4972.4,337.67,374
CAD-F-202511-0539,2025-11-29T09:06:23,2025-11-29T09:07:39,2025-11-29T09:11:09,210,18.557049,73.933077,FS-205,Kharadi Station,Residential Alarm,1,2,Z-2,Baner,0.719,719.02,105.83,210
CAD-F-202509-0540,2025-09-16T15:31:47,2025-09-16T15:32:14,2025-09-16T15:44:24,730,18.587699,73.900388,FS-205,Kharadi Station,Commercial Fire,1,2,Z-2,Baner,8.407,8407.18,711.93,730
CAD-F-202505-0541,2025-05-10T20:20:07,2025-05-10T20:21:39,2025-05-10T20:31:53,614,18.563127,73.885936,FS-201,Shivajinagar Station,Structure Fire,2,2,Z-1,Pimpri,7.97,7969.97,446.74,614
CAD-F-202506-0542,2025-06-22T09:26:40,2025-06-22T09:27:10,2025-06-22T09:37:32,622,18.653772,73.869828,FS-208,Bhosari Station,Vehicle Fire,1,2,Z-5,Nigdi,4.925,4924.84,446.17,622
CAD-F-202508-0543,2025-08-19T07:17:53,2025-08-19T07:18:36,2025-08-19T07:33:05,869,18.610032,73.907455,FS-204,Wagholi Station,Commercial Fire,1,3,Z-5,Pimpri,10.611,10610.74,701.07,869
CAD-F-202510-0544,2025-10-19T13:07:02,2025-10-19T13:07:43,2025-10-19T13:14:24,401,18.542585,73.815585,FS-201,Shivajinagar Station,Rescue Assist,1,3,Z-1,Hadapsar,3.941,3940.99,333.57,401
CAD-F-202502-0545,2025-02-07T11:24:39,2025-02-07T11:26:22,2025-02-07T11:32:21,359,18.653024,73.791261,FS-207,Nigdi Station,Structure Fire,2,2,Z-4,Kothrud,3.537,3537.28,298.92,359
CAD-F-202504-0546,2025-04-28T09:42:31,2025-04-28T09:43:01,2025-04-28T09:54:44,703,18.525432,73.962447,FS-203,Hadapsar Station,Commercial Fire,2,2,Z-2,Bhosari,6.231,6230.98,520.95,703
CAD-F-202511-0547,2025-11-17T16:43:31,2025-11-17T16:44:36,2025-11-17T16:52:11,455,18.647496,73.74542,FS-207,Nigdi Station,Electrical Fire,1,2,Z-4,Kothrud,4.561,4561.27,430.96,455
CAD-F-202501-0548,2025-01-18T19:35:48,2025-01-18T19:37:09,2025-01-18T19:52:27,918,18.605284,73.896194,FS-204,Wagholi Station,Commercial Fire,1,3,Z-5,Nigdi,11.033,11032.97,707.87,918
CAD-F-202512-0549,2025-12-09T20:14:31,2025-12-09T20:15:45,2025-12-09T20:28:02,737,18.53025,73.895522,FS-201,Shivajinagar Station,Residential Alarm,2,1,Z-2,Baner,6.628,6628.34,540.1,737
CAD-F-202503-0550,2025-03-19T00:14:00,2025-03-19T00:15:29,2025-03-19T00:17:59,150,18.510944,73.820134,FS-202,Kothrud Station,Residential Alarm,1,3,Z-1,Hadapsar,1.571,1570.73,125.44,150
CAD-F-202509-0551,2025-09-09T15:52:24,2025-09-09T15:54:05,2025-09-09T16:01:20,435,18.637573,73.797171,FS-207,Nigdi Station,Residential Alarm,1,3,Z-4,Kharadi,4.799,4799.3,353.92,435
CAD-F-202508-0552,2025-08-26T07:18:14,2025-08-26T07:19:16,2025-08-26T07:25:57,401,18.612534,73.839697,FS-208,Bhosari Station,Residential Alarm,1,1,Z-5,Hadapsar,3.535,3535.43,277.69,401
CAD-F-202505-0553,2025-05-06T17:51:29,2025-05-06T17:53:12,2025-05-06T18:07:25,853,18.660069,73.880297,FS-208,Bhosari Station,Vehicle Fire,1,1,Z-5,Hadapsar,7.544,7543.86,673.35,853
CAD-F-202505-0554,2025-05-04T17:13:15,2025-05-04T17:14:10,2025-05-04T17:19:24,314,18.511568,73.937552,FS-203,Hadapsar Station,Structure Fire,1,2,Z-3,Bhosari,2.513,2512.73,222.48,314
CAD-F-202510-0555,2025-10-25T08:24:36,2025-10-25T08:26:34,2025-10-25T08:31:30,296,18.648521,73.840225,FS-208,Bhosari Station,Structure Fire,2,1,Z-4,Wagholi,3.544,3543.94,256.14,296
CAD-F-202506-0556,2025-06-28T12:36:35,2025-06-28T12:37:47,2025-06-28T12:42:25,278,18.550194,73.929751,FS-205,Kharadi Station,Electrical Fire,2,3,Z-2,Chinchwad,1.002,1002.13,240.51,278
CAD-F-202506-0557,2025-06-06T16:19:30,2025-06-06T16:21:04,2025-06-06T16:33:08,724,18.686125,73.831774,FS-208,Bhosari Station,Structure Fire,2,1,Z-4,Shivajinagar,8.898,8898.48,644.96,724
CAD-F-202505-0558,2025-05-15T07:53:33,2025-05-15T07:55:21,2025-05-15T08:00:00,279,18.478234,73.953724,FS-203,Hadapsar Station,Electrical Fire,1,1,Z-3,Pimpri,2.962,2962.16,179.95,279
CAD-F-202502-0559,2025-02-25T08:59:48,2025-02-25T09:01:28,2025-02-25T09:11:44,616,18.555743,73.883439,FS-201,Shivajinagar Station,Structure Fire,3,2,Z-2,Pimpri,5.614,5613.71,424.54,616
CAD-F-202507-0560,2025-07-16T09:49:03,2025-07-16T09:50:48,2025-07-16T10:04:18,810,18.481774,73.966554,FS-203,Hadapsar Station,Vehicle Fire,1,1,Z-3,Wagholi,5.81,5810.24,592.92,810
CAD-F-202506-0561,2025-06-08T21:08:17,2025-06-08T21:09:32,2025-06-08T21:17:50,498,18.559412,73.902481,FS-205,Kharadi Station,Commercial Fire,1,2,Z-2,Wagholi,5.181,5181.17,450.61,498
CAD-F-202503-0562,2025-03-25T14:27:35,2025-03-25T14:28:04,2025-03-25T14:32:56,292,18.516884,73.952119,FS-203,Hadapsar Station,Structure Fire,1,1,Z-3,Chinchwad,3.436,3436.5,294.74,292
CAD-F-202506-0563,2025-06-01T12:34:21,2025-06-01T12:35:32,2025-06-01T12:43:39,487,18.564178,73.893302,FS-201,Shivajinagar Station,Industrial Incident,1,3,Z-2,Shivajinagar,7.73,7730.47,424.0,487
CAD-F-202510-0564,2025-10-26T18:24:50,2025-10-26T18:25:32,2025-10-26T18:37:12,700,18.529815,73.907018,FS-205,Kharadi Station,Residential Alarm,3,2,Z-2,Hadapsar,5.739,5739.01,484.95,700
CAD-F-202512-0565,2025-12-22T15:51:49,2025-12-22T15:53:38,2025-12-22T16:01:57,499,18.646964,73.81548,FS-207,Nigdi Station,Structure Fire,1,3,Z-4,Baner,6.098,6097.79,426.58,499
CAD-F-202507-0566,2025-07-30T19:30:20,2025-07-30T19:31:07,2025-07-30T19:38:06,419,18.50839,73.934359,FS-203,Hadapsar Station,Commercial Fire,2,4,Z-3,Kothrud,1.803,1803.41,271.22,419
CAD-F-202510-0567,2025-10-24T03:46:24,2025-10-24T03:47:10,2025-10-24T03:51:09,239,18.539575,73.882859,FS-201,Shivajinagar Station,Commercial Fire,1,2,Z-1,Wagholi,4.418,4418.34,207.74,239
CAD-F-202508-0568,2025-08-24T08:26:46,2025-08-24T08:27:34,2025-08-24T08:34:17,403,18.50857,73.930632,FS-203,Hadapsar Station,Rescue Assist,1,1,Z-3,Chinchwad,3.223,3223.01,242.77,403
CAD-F-202507-0569,2025-07-11T02:03:51,2025-07-11T02:05:17,2025-07-11T02:13:29,492,18.523769,73.955186,FS-203,Hadapsar Station,Electrical Fire,1,2,Z-2,Baner,5.688,5687.57,499.77,492
CAD-F-202504-0570,2025-04-28T20:50:46,2025-04-28T20:52:05,2025-04-28T21:06:02,837,18.573871,73.905385,FS-201,Shivajinagar Station,Industrial Incident,1,3,Z-2,Kharadi,9.461,9461.04,588.96,837
CAD-F-202502-0571,2025-02-07T00:03:25,2025-02-07T00:05:20,2025-02-07T00:12:45,445,18.554237,73.876694,FS-201,Shivajinagar Station,Vehicle Fire,1,2,Z-1,Hadapsar,6.534,6534.02,519.11,445
CAD-F-202511-0572,2025-11-13T17:24:18,2025-11-13T17:25:22,2025-11-13T17:45:57,1235,18.594517,73.878133,FS-208,Bhosari Station,Residential Alarm,2,1,Z-5,Bhosari,10.589,10588.77,970.38,1235
CAD-F-202509-0573,2025-09-16T02:50:44,2025-09-16T02:51:35,2025-09-16T02:59:19,464,18.531014,73.914928,FS-205,Kharadi Station,Structure Fire,1,1,Z-2,Kothrud,4.764,4764.34,410.43,464
CAD-F-202507-0574,2025-07-21T00:23:14,2025-07-21T00:23:43,2025-07-21T00:29:18,335,18.494545,73.915645,FS-203,Hadapsar Station,Structure Fire,2,1,Z-3,Nigdi,5.292,5291.87,305.06,335
CAD-F-202509-0575,2025-09-29T17:36:44,2025-09-29T17:37:09,2025-09-29T17:45:47,518,18.507162,73.874142,FS-203,Hadapsar Station,Commercial Fire,2,4,Z-3,Kothrud,7.891,7891.0,367.13,518
CAD-F-202503-0576,2025-03-18T08:32:41,2025-03-18T08:33:41,2025-03-18T08:42:58,557,18.524777,73.925937,FS-203,Hadapsar Station,Structure Fire,1,1,Z-3,Kothrud,6.001,6001.47,422.98,557
CAD-F-202502-0577,2025-02-26T04:04:53,2025-02-26T04:06:45,2025-02-26T04:11:30,285,18.526584,73.874047,FS-201,Shivajinagar Station,Structure Fire,3,4,Z-1,Kharadi,3.909,3909.46,258.33,285
CAD-F-202508-0578,2025-08-11T09:02:04,2025-08-11T09:03:18,2025-08-11T09:12:46,568,18.525196,73.914972,FS-203,Hadapsar Station,Structure Fire,1,1,Z-2,Kothrud,6.349,6348.61,387.11,568
CAD-F-202512-0579,2025-12-08T00:08:21,2025-12-08T00:10:10,2025-12-08T00:18:16,486,18.563124,73.882017,FS-201,Shivajinagar Station,Structure Fire,2,4,Z-1,Kothrud,8.755,8755.23,523.77,486
CAD-F-202508-0580,2025-08-05T07:37:23,2025-08-05T07:37:57,2025-08-05T07:45:45,468,18.54824,73.909361,FS-205,Kharadi Station,Residential Alarm,1,1,Z-2,Kothrud,5.102,5102.19,375.01,468
CAD-F-202512-0581,2025-12-27T17:27:02,2025-12-27T17:27:35,2025-12-27T17:34:25,410,18.56508,73.91911,FS-205,Kharadi Station,Structure Fire,1,3,Z-2,Wagholi,4.013,4013.2,305.17,410
CAD-F-202501-0582,2025-01-15T18:48:35,2025-01-15T18:50:19,2025-01-15T18:53:28,189,18.505269,73.926953,FS-203,Hadapsar Station,Commercial Fire,1,2,Z-3,Pimpri,2.124,2124.33,104.77,189
CAD-F-202505-0583,2025-05-27T20:09:50,2025-05-27T20:10:25,2025-05-27T20:22:16,711,18.561227,73.901048,FS-205,Kharadi Station,Structure Fire,1,3,Z-2,Hadapsar,5.41,5409.65,515.01,711
CAD-F-202508-0584,2025-08-28T19:52:51,2025-08-28T19:53:20,2025-08-28T19:59:55,395,18.648705,73.859745,FS-208,Bhosari Station,Residential Alarm,2,2,Z-5,Pimpri,3.434,3434.05,302.58,395
CAD-F-202510-0585,2025-10-05T09:57:58,2025-10-05T09:59:01,2025-10-05T10:08:43,582,18.626487,73.786465,FS-207,Nigdi Station,Residential Alarm,1,1,Z-4,Chinchwad,4.309,4309.2,449.27,582
CAD-F-202507-0586,2025-07-03T10:36:38,2025-07-03T10:38:30,2025-07-03T10:46:44,494,18.625896,73.785233,FS-207,Nigdi Station,Industrial Incident,1,3,Z-4,Kharadi,4.214,4213.88,456.33,494
CAD-F-202504-0587,2025-04-26T05:15:44,2025-04-26T05:17:14,2025-04-26T05:28:11,657,18.48087,73.974434,FS-203,Hadapsar Station,Commercial Fire,2,2,Z-3,Wagholi,4.676,4676.48,585.79,657
CAD-F-202512-0588,2025-12-18T09:11:22,2025-12-18T09:11:56,2025-12-18T09:19:22,446,18.529794,73.92891,FS-205,Kharadi Station,Structure Fire,1,3,Z-1,Kharadi,3.754,3754.16,373.11,446
CAD-F-202501-0589,2025-01-29T11:55:45,2025-01-29T11:57:29,2025-01-29T12:02:06,277,18.55413,73.927274,FS-205,Kharadi Station,Structure Fire,1,3,Z-2,Hadapsar,2.068,2068.38,209.72,277
CAD-F-202512-0590,2025-12-03T21:36:46,2025-12-03T21:38:31,2025-12-03T21:42:52,261,18.526607,73.863056,FS-201,Shivajinagar Station,Residential Alarm,2,3,Z-1,Kharadi,2.473,2472.54,242.59,261
CAD-F-202504-0591,2025-04-13T17:46:43,2025-04-13T17:48:24,2025-04-13T17:55:00,396,18.544122,73.882938,FS-201,Shivajinagar Station,Electrical Fire,1,2,Z-2,Nigdi,4.976,4976.49,244.06,396
CAD-F-202511-0592,2025-11-06T04:17:41,2025-11-06T04:19:31,2025-11-06T04:28:23,532,18.55493,73.878221,FS-201,Shivajinagar Station,Commercial Fire,1,1,Z-1,Bhosari,6.591,6590.98,532.78,532
CAD-F-202508-0593,2025-08-17T20:39:17,2025-08-17T20:40:04,2025-08-17T20:49:59,595,18.617978,73.871393,FS-208,Bhosari Station,Vehicle Fire,1,2,Z-5,Chinchwad,5.175,5174.68,437.24,595
CAD-F-202511-0594,2025-11-06T20:08:28,2025-11-06T20:10:26,2025-11-06T20:17:02,396,18.639226,73.780818,FS-207,Nigdi Station,Rescue Assist,1,3,Z-4,Pimpri,2.76,2759.85,298.2,396
CAD-F-202506-0595,2025-06-28T01:59:35,2025-06-28T02:00:30,2025-06-28T02:11:14,644,18.638099,73.881373,FS-208,Bhosari Station,Commercial Fire,2,2,Z-5,Wagholi,5.971,5971.41,660.15,644
CAD-F-202503-0596,2025-03-15T17:13:54,2025-03-15T17:15:35,2025-03-15T17:25:18,583,18.678191,73.83748,FS-208,Bhosari Station,Structure Fire,1,3,Z-4,Bhosari,7.403,7402.83,450.28,583
CAD-F-202504-0597,2025-04-16T15:55:26,2025-04-16T15:56:46,2025-04-16T16:03:31,405,18.549068,73.868931,FS-201,Shivajinagar Station,Rescue Assist,1,2,Z-1,Hadapsar,5.189,5189.16,361.06,405
CAD-F-202505-0598,2025-05-17T02:41:31,2025-05-17T02:43:10,2025-05-17T02:47:34,264,18.56945,73.9416,FS-205,Kharadi Station,Structure Fire,1,1,Z-2,Nigdi,3.293,3293.29,246.59,264
CAD-F-202502-0599,2025-02-28T08:09:30,2025-02-28T08:10:54,2025-02-28T08:18:49,475,18.539507,73.888379,FS-201,Shivajinagar Station,Structure Fire,2,2,Z-3,Pimpri,5.731,5731.16,347.19,475
CAD-F-202505-0600,2025-05-02T22:01:27,2025-05-02T22:02:53,2025-05-02T22:07:27,274,18.570545,73.957499,FS-204,Wagholi Station,Residential Alarm,1,2,Z-2,Kothrud,3.059,3058.96,228.64,274
CAD-F-202502-0601,2025-02-18T22:38:17,2025-02-18T22:39:40,2025-02-18T22:46:31,411,18.643158,73.81687,FS-208,Bhosari Station,Industrial Incident,1,2,Z-4,Pimpri,4.181,4181.46,355.96,411
CAD-F-202505-0602,2025-05-15T05:43:30,2025-05-15T05:45:09,2025-05-15T05:50:19,310,18.502692,73.917531,FS-203,Hadapsar Station,Structure Fire,3,1,Z-3,Pimpri,4.202,4201.6,217.04,310
CAD-F-202501-0603,2025-01-01T22:44:28,2025-01-01T22:46:03,2025-01-01T22:53:15,432,18.552451,73.875217,FS-201,Shivajinagar Station,Electrical Fire,1,2,Z-1,Baner,5.673,5672.57,390.11,432
CAD-F-202507-0604,2025-07-07T07:44:57,2025-07-07T07:45:34,2025-07-07T07:51:26,352,18.500434,73.964068,FS-203,Hadapsar Station,Vehicle Fire,1,3,Z-3,Chinchwad,3.641,3641.19,253.71,352
CAD-F-202508-0605,2025-08-19T06:06:45,2025-08-19T06:08:28,2025-08-19T06:17:50,562,18.585751,73.941459,FS-205,Kharadi Station,Structure Fire,2,3,Z-2,Bhosari,5.985,5984.67,446.11,562
CAD-F-202505-0606,2025-05-16T03:37:36,2025-05-16T03:38:51,2025-05-16T03:48:31,580,18.533425,73.808562,FS-201,Shivajinagar Station,Structure Fire,2,1,Z-1,Chinchwad,5.523,5522.68,568.56,580
CAD-F-202508-0607,2025-08-29T01:59:05,2025-08-29T02:00:00,2025-08-29T02:02:31,151,18.557923,73.938794,FS-205,Kharadi Station,Residential Alarm,1,4,Z-2,Shivajinagar,1.142,1142.4,125.38,151
CAD-F-202508-0608,2025-08-17T18:24:30,2025-08-17T18:25:43,2025-08-17T18:36:51,668,18.614323,73.865961,FS-208,Bhosari Station,Commercial Fire,1,2,Z-5,Hadapsar,5.655,5654.78,512.8,668
CAD-F-202504-0609,2025-04-24T01:18:33,2025-04-24T01:20:29,2025-04-24T01:32:42,733,18.617106,73.920766,FS-204,Wagholi Station,Structure Fire,1,1,Z-5,Baner,10.58,10580.48,833.23,733
CAD-F-202511-0610,2025-11-15T16:47:27,2025-11-15T16:49:13,2025-11-15T16:57:48,515,18.637668,73.795981,FS-207,Nigdi Station,Vehicle Fire,1,2,Z-4,Kothrud,6.687,6686.7,473.64,515
CAD-F-202506-0611,2025-06-26T07:11:37,2025-06-26T07:13:21,2025-06-26T07:21:07,466,18.505963,73.850662,FS-201,Shivajinagar Station,Residential Alarm,1,2,Z-1,Wagholi,4.256,4256.15,308.34,466
CAD-F-202512-0612,2025-12-06T08:18:07,2025-12-06T08:19:15,2025-12-06T08:27:24,489,18.649746,73.816898,FS-207,Nigdi Station,Electrical Fire,1,3,Z-4,Chinchwad,6.041,6041.1,423.44,489
CAD-F-202505-0613,2025-05-18T09:45:13,2025-05-18T09:46:52,2025-05-18T09:54:42,470,18.51463,73.893238,FS-203,Hadapsar Station,Residential Alarm,1,4,Z-3,Nigdi,6.153,6152.81,331.17,470
CAD-F-202501-0614,2025-01-15T09:33:03,2025-01-15T09:34:04,2025-01-15T09:43:13,549,18.515544,73.955892,FS-203,Hadapsar Station,Commercial Fire,1,2,Z-3,Chinchwad,3.883,3883.21,378.79,549
CAD-F-202508-0615,2025-08-14T17:10:17,2025-08-14T17:11:47,2025-08-14T17:19:34,467,18.527785,73.937631,FS-205,Kharadi Station,Residential Alarm,1,3,Z-2,Pimpri,3.549,3549.35,349.08,467
CAD-F-202508-0616,2025-08-18T07:06:55,2025-08-18T07:08:20,2025-08-18T07:16:43,503,18.551128,73.911899,FS-205,Kharadi Station,Structure Fire,1,1,Z-1,Chinchwad,5.211,5210.9,377.39,503
CAD-F-202510-0617,2025-10-24T14:01:20,2025-10-24T14:02:08,2025-10-24T14:08:16,368,18.550476,73.922757,FS-205,Kharadi Station,Residential Alarm,1,4,Z-2,Pimpri,3.891,3890.89,307.24,368
CAD-F-202506-0618,2025-06-20T11:41:35,2025-06-20T11:42:25,2025-06-20T11:55:09,764,18.611955,73.801183,FS-207,Nigdi Station,Commercial Fire,2,4,Z-4,Hadapsar,8.935,8934.76,704.84,764
CAD-F-202512-0619,2025-12-10T12:36:36,2025-12-10T12:37:06,2025-12-10T12:42:41,335,18.511401,73.880456,FS-201,Shivajinagar Station,Vehicle Fire,1,2,Z-3,Bhosari,4.917,4917.23,332.92,335
CAD-F-202503-0620,2025-03-07T13:34:58,2025-03-07T13:35:36,2025-03-07T13:43:19,463,18.624495,73.813668,FS-208,Bhosari Station,Structure Fire,2,4,Z-4,Wagholi,4.59,4590.04,430.32,463
CAD-F-202506-0621,2025-06-23T12:35:17,2025-06-23T12:36:23,2025-06-23T12:42:11,348,18.492271,73.93146,FS-203,Hadapsar Station,Structure Fire,2,2,Z-3,Bhosari,2.389,2388.66,276.69,348
